"","ItemID","classId","buildType","installId","playerName","playerId","timestamp","platform","sessionId","teacherId","type","unit","buildVersion","PlayerpostionX","PlayerpostionZ","PlayerpostionY","CamerarotationX","CamerarotationZ","CamerarotationY","QuestTableF","TasktableF","Scenenames","buildVersion.1","argumentSessionTitle","argumentSessionName","argumentSessionDescription","argumentFailedFeedback"
"1","5c536af2e4194c47a14de874",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1",90,"2019-01-31 09:38:45","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",261.883544921875,294.230804443359,53.7768592834473,0.177083566784859,0.984195828437805,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141","Watershed","Argument","Which watershed is bigger?",NA
"2","5c66eb1de4194c47a1588ee9",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1",90,"2019-02-15 04:38:43","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",616.864135742188,-228.751815795898,64.6943588256836,0.842450439929962,0.538773775100708,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline","0.11.141","Watershed","Argument","Which watershed is bigger?",NA
"3","5c66f8efe4194c47a158aeb3",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG1 UX1",90,"2019-02-15 05:37:43","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",-9.19622230529785,49.8427581787109,-24.0799999237061,0.206202417612076,0.978509366512299,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,Argue about the Flooded Bunker","49,poster1;49,poster5;49,poster6;46,jasper;50,watershed;50,energy;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests","0.11.141","Watershed","Argument","Which watershed is bigger?",NA
"4","5c537865e4194c47a14e0b7f",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2",91,"2019-01-31 10:36:10","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",259.696960449219,296.235229492188,55.368537902832,0.313992708921432,0.949425399303436,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,The Largest Watershed","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;28,Talk to Holo-Toppo;28,Argue which watershed is bigger","U2,U2_Collectibles,U2_Quests,U2_RightWaterfall","0.11.141","Watershed","Argument","Which watershed is bigger?",NA
"5","5c66d3efe4194c47a15855cc",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2",91,"2019-02-15 02:59:55","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",617.7021484375,-229.25422668457,64.5426330566406,2.98981694868417e-06,1,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline","0.11.141","Watershed","Argument","Which watershed is bigger?",NA
"6","5c66d3f9e4194c47a15855da",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2",91,"2019-02-15 03:00:05","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",617.7021484375,-229.25422668457,64.5426330566406,2.98981694868417e-06,1,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline","0.11.141","Pollution Upstream","Argument","Where is the pollution site probably located?",NA
"7","5c66d403e4194c47a15855f9",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2",91,"2019-02-15 03:00:16","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",617.7021484375,-229.25422668457,64.5426330566406,2.98981694868417e-06,1,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster3;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline","0.11.141","Pollution Upstream","Argument","Where is the pollution site probably located?",NA
"8","5c66e3a8e4194c47a1587f27",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2",91,"2019-02-15 04:06:56","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",-9.70907688140869,46.5790481567383,-24.0799999237061,-0.979924917221069,-0.199366927146912,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U4 - Crash Side Quest P5,Argue about the Flooded Bunker","50,watershed;50,energy;49,poster1;49,poster3;49,poster5;49,poster6;46,jasper;42,Locate the Beacon;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests","0.11.141","Watershed","Argument","Which watershed is bigger?",NA
"9","5c66e3aee4194c47a1587f40",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2",91,"2019-02-15 04:07:05","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",-9.70907688140869,46.5790481567383,-24.0799999237061,-0.979924917221069,-0.199366927146912,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U4 - Crash Side Quest P5,Argue about the Flooded Bunker","50,watershed;50,energy;49,poster1;49,poster3;49,poster5;49,poster6;46,jasper;42,Locate the Beacon;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests","0.11.141","Watershed","Argument","Which watershed is bigger?",NA
"10","5c66e3dfe4194c47a1587f89",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG2 UX2",91,"2019-02-15 04:07:54","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",-9.70907688140869,46.5790481567383,-24.0799999237061,-0.979924917221069,-0.199366927146912,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U4 - Crash Side Quest P5,Argue about the Flooded Bunker","50,watershed;50,energy;49,poster1;49,poster3;49,poster5;49,poster6;46,jasper;42,Locate the Beacon;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests","0.11.141","Watershed","Argument","Which watershed is bigger?",NA
"11","5c61ceb1e4194c47a1561cc5",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG3 UX3",182,"2019-02-11 07:36:03","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",618.779235839844,-228.212890625,64.1843109130859,-0.88781726360321,0.460196137428284,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline","0.11.141","Flooding the armory","Argument","Who is responsible for the flooding of the armory?",NA
"12","5c61cebbe4194c47a1561ce9",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG3 UX3",182,"2019-02-11 07:36:18","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",618.779235839844,-228.212890625,64.1843109130859,-0.88781726360321,0.460196137428284,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,The Pollutant","49,poster1;49,poster4;49,poster5;49,poster6;46,jasper;50,watershed;50,dissolved materials;50,infiltration;50,energy;0,Convince Bill the pollutant is nearby","U3,U3_Collectibles,U3_Quests,U3_RiverSpline","0.11.141","Flooding the armory","Argument","Who is responsible for the flooding of the armory?",NA
"13","5c65f0fce4194c47a1582416",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG3 UX3",182,"2019-02-11 08:27:18","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",-9.25935173034668,45.8186836242676,-24.0799999237061,0.351841300725937,0.936059653759003,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,Argue about the Flooded Bunker","49,poster1;49,poster5;49,poster6;46,jasper;50,watershed;50,energy;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests","0.11.141","Pollution Upstream","Argument","Where is the pollution site probably located?",NA
"14","5c65f40be4194c47a158302a",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG3 UX3",182,"2019-02-11 08:27:02","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.141",-9.25935173034668,45.8186836242676,-24.0799999237061,0.351841300725937,0.936059653759003,0,"Find Toppo's Posters,Crash Diagnostics - Mountains,History of WAT247,Argue about the Flooded Bunker","49,poster1;49,poster5;49,poster6;46,jasper;50,watershed;50,energy;12,Who Flooded the Armory?","U4_Bunker,U4_Bunker_Quests","0.11.141","Pollution Upstream","Argument","Where is the pollution site probably located?",NA
"15","5cd9c5ece4194c2f5ffa83ba",4,"Development","e0e8ba1d-a1a8-492c-a490-549b4a24c221","JG3 UX3",182,"2019-05-13 09:01:28","WindowsPlayer",NA,11,"ArgumentationFailedEvent",0,"0.11.235",-70.0337905883789,-100.892601013184,58.9669380187988,-0.754709601402283,-0.65605890750885,0,"History of WAT247,Find Toppo's Posters,Crash Diagnostics - Mountains,U3 - Crash Side Quest P3,Is Water Missing?","50,watershed;49,poster1;49,poster6;46,jasper;40,Find the supplies crate;89,Counter Him Cadet;89,Is the Water Missing?","Player_Base","0.11.235","Pollution Upstream","Argument","Where is the pollution site probably located?",NA
